iter	RMSE
592	319.4266363
593	319.3560996
594	319.2746832
595	319.16724
596	319.0874465
597	318.873757
598	318.7947751
599	318.5832984
600	318.374063
601	318.3220949
602	318.2594488
603	318.1987718
604	318.1204496
605	318.0351299
606	317.9371868
607	317.7957396
608	317.7368292
609	317.6700961
610	317.6130543
611	317.4061235
612	317.3292133
613	317.2446885
614	317.1684894
615	316.9639143
616	316.8414578
617	316.7627845
618	316.6824213
619	316.5934696
620	316.5168673
621	316.4635166
622	316.4127011
623	316.3355876
624	316.2815488
625	316.2038678
626	316.1520776
627	316.0845809
628	316.0632874
629	315.9869134
630	315.9103574
631	315.8230093
632	315.6910994
633	315.6324551
634	315.5567832
635	315.5002257
636	315.4148963
637	315.0513592
638	314.9771765
639	314.9037985
640	314.839909
641	314.7181639
642	314.6607407
643	314.6103422
644	314.5376753
645	314.4886983
646	314.3857257
647	314.3104128
648	314.2614627
649	314.2073316
650	314.1525621
651	314.0804993
652	314.0292622
653	313.9817702
654	313.9110376
655	313.8410728
656	313.4900438
657	313.4148884
658	313.3495402
659	313.0047355
660	312.984488
661	312.9150891
662	312.8464433
663	312.7785426
664	312.7326429
665	312.6654636
666	312.6094168
667	312.5623982
668	312.5419719
669	312.4915128
670	312.1469225
671	312.1273574
672	312.0632685
673	311.9887558
674	311.930959
675	311.8062565
676	311.7150688
677	311.6414509
678	311.5932691
679	311.5271776
680	311.4806416
681	311.409398
682	311.3620821
683	311.3109557
684	311.2697533
685	311.2496603
686	311.1852617
687	311.1257664
688	311.0821046
689	311.0629822
690	311.0207483
691	310.9662728
692	310.8978433
693	310.8010353
694	310.7535224
695	310.689855
696	310.6260135
697	310.5628668
698	310.5131955
699	310.4772663
700	310.4147881
701	310.3737613
702	310.3007763
703	310.2815036
704	310.2633233
705	310.1980841
706	310.1249194
707	310.0026733
708	309.9487251
709	309.9046191
710	309.8426893
711	309.7529834
712	309.7131774
713	309.6888435
714	309.6363008
715	309.5847385
716	309.548069
717	309.4756469
718	309.3577221
719	309.2963644
720	309.236359
721	309.1756563
722	309.0544223
723	309.0156598
724	308.9440564
725	308.9265468
726	308.8674562
727	308.8206754
728	308.7007691
729	308.6549496
730	308.6039923
731	308.5437764
732	308.4250888
733	308.3773637
734	308.3393298
735	308.2568106
736	308.1977719
737	308.1269825
738	308.082151
739	308.0237182
740	307.9061152
741	307.5653093
742	307.2383502
743	307.2005882
744	307.1507776
745	307.0928221
746	306.9762455
747	306.6746719
748	306.5592583
749	306.4955098
750	306.4740281
751	306.4379288
752	306.2589978
753	306.2219432
754	306.1076674
755	306.0501445
756	305.9370959
757	305.825281
758	305.8015434
759	305.757508
760	305.6468635
761	305.5776802
762	305.5376415
763	305.4794692
764	305.3666842
765	305.3124395
766	305.2476217
767	305.1689166
768	305.0603425
769	305.0037673
770	304.9619614
771	304.9187582
772	304.8754696
773	304.8183579
774	304.7675906
775	304.7117424
776	304.6845827
777	304.6677252
778	304.5916818
779	304.5226169
780	304.4836193
781	304.4283135
782	304.3835753
783	304.3413516
784	304.2731325
785	304.2466236
786	304.1958643
787	304.1550287
788	304.0251547
789	303.9577481
790	303.9029225
791	303.8627953
792	303.7796269
793	303.7306357
794	303.6763424
795	303.3614647
796	303.2513538
797	303.2274684
798	303.1534551
799	303.1273601
800	303.0184374
801	302.9793725
802	302.9229079
803	302.8695815
804	302.846122
805	302.7946908
806	302.7279925
807	302.6619152
808	302.5540238
809	302.4473121
810	302.3871989
811	302.0793713
812	302.0408816
813	301.9930982
814	301.8873806
815	301.8344474
816	301.7868891
817	301.7611531
818	301.720044
819	301.6139647
820	301.5584661
821	301.4381217
822	301.1390159
823	301.0865247
824	301.0633498
825	300.961439
826	300.9142608
827	300.8889694
828	300.7840694
829	300.7491082
830	300.6971091
831	300.6397313
832	300.5882911
833	300.5374112
834	300.2430375
835	300.177399
836	300.1606888
837	299.8756933
838	299.7720211
839	299.7061077
840	299.4281521
841	299.3776453
842	299.3100715
843	299.2105053
844	299.1729846
845	299.1263228
846	299.0748814
847	299.0248477
848	298.9907305
849	298.9733791
850	298.9505528
851	298.8917036
852	298.6783845
853	298.6390731
854	298.5763372
855	298.5154357
856	298.4810011
857	298.4307569
858	298.381144
859	298.3413666
860	298.3081297
861	298.242206
862	298.219585
863	297.9451443
864	297.9000363
865	297.8677749
866	297.6021926
867	297.5860376
868	297.5464213
869	297.4955847
870	297.4545363
871	297.3888728
872	297.3452941
873	297.0776038
874	297.0223911
875	296.9841959
876	296.9620835
877	296.7087517
878	296.6593674
879	296.4103338
880	296.3818149
881	296.3414969
882	296.2837521
883	296.2456957
884	296.1923288
885	295.8674004
886	295.8319204
887	295.8151338
888	295.7661372
889	295.4468081
890	295.4011963
891	295.3526688
892	295.2846357
893	295.2626751
894	294.9488118
895	294.9006281
896	294.5931376
897	294.5321235
898	294.4372825
899	294.3891293
900	294.3240008
901	294.2639285
902	293.9608444
903	293.9313212
904	293.866914
905	293.8376437
906	293.5398555
907	293.4880511
908	293.3151358
909	293.0993151
910	292.8845982
911	292.7643889
912	292.7409353
913	292.5339809
914	292.2508416
915	292.213949
916	292.16611
917	291.888367
918	291.8461113
919	291.5725575
920	291.3044375
921	291.2814199
922	291.2589317
923	291.1947712
924	291.1800196
925	291.1343396
926	290.9446957
927	290.6844318
928	290.4287801
929	290.3913863
930	290.32421
931	290.2846573
932	290.19075
933	290.1455684
934	290.1004978
935	290.0639223
936	290.0166662
937	289.9754696
938	289.9250507
939	289.8763524
940	289.62378
941	289.5665916
942	289.537309
943	289.4894738
944	289.4554733
945	289.4086263
946	289.3643947
947	289.2152293
948	289.0012792
949	288.9548692
950	288.8959668
951	288.8317461
952	288.7911962
953	288.5441911
954	288.5109129
955	288.4653808
956	288.4132242
957	288.3503829
958	288.3053221
959	288.2619419
960	288.2173604
961	288.1739946
962	288.1298892
963	288.0677418
964	288.0459159
965	287.853806
966	287.8153408
967	287.6703555
968	287.432292
969	287.2195997
970	287.1770373
971	287.035138
972	287.0078442
973	286.8452057
974	286.8153026
975	286.7620601
976	286.7229305
977	286.5823735
978	286.537996
979	286.3989108
980	286.1903005
981	286.052599
982	285.9163609
983	285.8106307
984	285.7666237
985	285.7350522
986	285.5093471
987	285.3906179
988	285.368957
989	285.3366179
990	285.2742907
991	285.2306818
992	285.1921697
993	285.0873757
994	285.0533244
995	285.0318682
996	284.9886955
997	284.765448
998	284.6334721
999	284.5907165
1000	284.5290006
1001	284.4744648
1002	284.4532008
1003	284.4023306
1004	284.3377846
1005	284.3063166
1006	284.1844188
1007	284.1244722
1008	284.0958792
1009	283.9858129
1010	283.780587
1011	283.732764
1012	283.628716
1013	283.4976471
1014	283.3679723
1015	283.3067494
1016	283.1372544
1017	283.0341893
1018	282.992064
1019	282.7886914
1020	282.7396388
1021	282.6768162
1022	282.6431521
1023	282.5410744
1024	282.4136942
1025	282.2124306
1026	282.188785
1027	282.0626572
1028	281.8539206
1029	281.8121473
1030	281.7512593
1031	281.6785312
1032	281.6505902
1033	281.6152462
1034	281.555132
1035	281.5127488
1036	281.307622
1037	281.1855894
1038	281.1479646
1039	281.1006183
1040	280.9694191
1041	280.9401206
1042	280.8386896
1043	280.7966513
1044	280.5947117
1045	280.4752082
1046	280.4229633
1047	280.3813285
1048	280.3659073
1049	280.3445515
1050	280.1445323
1051	280.0969855
1052	279.9785887
1053	279.884879
1054	279.7842309
1055	279.7448622
1056	279.7035779
1057	279.6627424
1058	279.5631656
1059	279.5370707
1060	279.5024101
1061	279.4628378
1062	279.4225472
1063	279.4013386
1064	279.3401334
1065	279.2416695
1066	279.0435032
1067	278.9460006
1068	278.7508578
1069	278.695633
1070	278.6688294
1071	278.6477923
1072	278.6285655
1073	278.588591
1074	278.4921039
1075	278.4707509
1076	278.2788776
1077	278.2349995
1078	278.1932215
1079	278.0861512
1080	278.0228875
1081	277.9888996
1082	277.9679909
1083	277.8528475
1084	277.8331876
1085	277.7705111
1086	277.738808
1087	277.624838
1088	277.5849248
1089	277.4891741
1090	277.4779688
1091	277.3832719
1092	277.323314
1093	277.3086525
1094	277.1957573
1095	277.1553916
1096	277.0962939
1097	277.056504
1098	276.9447365
1099	276.7591987
1100	276.670654
1101	276.4900555
1102	276.4620143
1103	276.441255
1104	276.4207235
1105	276.3126838
1106	276.2185835
1107	276.1588865
1108	276.1478074
1109	275.9510828
1110	275.8440527
1111	275.7152941
1112	275.609352
1113	275.4353905
1114	275.3318275
1115	275.1370235
1116	275.0344981
1117	275.0140746
1118	274.9867482
1119	274.8181275
1120	274.7178819
1121	274.6783063
1122	274.5926737
1123	274.5328237
1124	274.5184683
1125	274.4792965
1126	274.3146862
1127	274.1215601
1128	274.0726889
1129	274.052744
1130	273.9928899
1131	273.9337832
1132	273.8894607
1133	273.8494248
1134	273.8256169
1135	273.7849876
1136	273.7022157
1137	273.6713042
1138	273.5775283
1139	273.5540657
1140	273.5152978
1141	273.5014198
1142	273.4618196
1143	273.363383
1144	273.3242879
1145	273.1630685
1146	273.0668178
1147	273.0531759
1148	272.9602492
1149	272.8683507
1150	272.8363795
1151	272.8169368
1152	272.7260338
1153	272.7067974
1154	272.6484385
1155	272.5585135
1156	272.5118418
1157	272.4164127
1158	272.3973616
1159	272.3083807
1160	272.1518743
1161	272.0976797
1162	272.0043482
1163	271.9120154
1164	271.8931378
1165	271.8402807
1166	271.8292099
1167	271.6776489
1168	271.6401479
1169	271.5818013
1170	271.4914878
1171	271.4341983
1172	271.397766
1173	271.372134
1174	271.3290724
1175	271.2728906
1176	271.2501289
1177	271.2279748
1178	271.1698111
1179	271.1473801
1180	271.0849402
1181	271.0325626
1182	270.9972805
1183	270.9077226
1184	270.8873273
1185	270.8673364
1186	270.8021682
1187	270.7456318
1188	270.7031478
1189	270.582999
1190	270.5552527
1191	270.5371543
1192	270.5001509
1193	270.4591605
1194	270.4249902
1195	270.3852015
1196	270.2377947
1197	270.0930134
1198	270.0427156
1199	270.0249319
1200	269.8319129
1201	269.7762574
1202	269.6219287
1203	269.5330899
1204	269.445235
1205	269.3583528
1206	269.2632223
1207	269.2148189
1208	269.1780872
1209	269.1591086
1210	269.072086
1211	269.0160747
1212	268.9549397
1213	268.8688763
1214	268.8098372
1215	268.778948
1216	268.6927971
1217	268.6739837
1218	268.6553772
1219	268.6369753
1220	268.5982121
1221	268.5129399
1222	268.4285832
1223	268.3990255
1224	268.3137497
1225	268.2673801
1226	268.2309003
1227	268.0403408
1228	268.0040946
1229	267.9222372
1230	267.9039946
1231	267.8652564
1232	267.7807884
1233	267.7395223
1234	267.7036386
1235	267.5626559
1236	267.5081315
1237	267.463069
1238	267.4275387
1239	267.4096396
1240	267.3259739
1241	267.2732572
1242	267.2215885
1243	267.1048206
1244	266.9914842
1245	266.9086699
1246	266.7195794
1247	266.70182
1248	266.660972
1249	266.636917
1250	266.599311
1251	266.5817304
1252	266.4987074
1253	266.4517704
1254	266.3155151
1255	266.2614887
1256	266.1812566
1257	266.1278448
1258	265.9938932
1259	265.9572752
1260	265.8770047
1261	265.7947738
1262	265.6072098
1263	265.5277255
1264	265.4463226
1265	265.3658167
1266	265.3187872
1267	265.2813869
1268	265.201744
1269	265.1752845
1270	265.1577985
1271	265.1458944
1272	265.0671096
1273	265.0487151
1274	265.0228641
1275	264.9713326
1276	264.8925374
1277	264.8571512
1278	264.8041369
1279	264.7636439
1280	264.6856544
1281	264.6490083
1282	264.6318459
1283	264.5035189
1284	264.4272666
1285	264.3443959
1286	264.3078555
1287	264.229689
1288	264.1889864
1289	264.1538799
1290	264.0765498
1291	264.0390376
1292	263.8964369
1293	263.8249606
1294	263.7483973
1295	263.5636045
1296	263.4878327
1297	263.394823
1298	263.3678089
1299	263.2928334
1300	263.1671009
1301	263.1023121
1302	263.0852175
1303	263.0483788
1304	262.9741503
1305	262.9269241
1306	262.874138
1307	262.7841875
1308	262.7588282
1309	262.6853552
1310	262.6396194
1311	262.5669415
1312	262.4918979
1313	262.4638003
1314	262.411578
1315	262.2887285
1316	262.2381732
1317	262.1175345
1318	262.0455233
1319	262.0098596
1320	261.8854672
1321	261.8128846
1322	261.741083
1323	261.7241024
1324	261.6919701
1325	261.6206691
1326	261.6030896
1327	261.4209591
1328	261.3812025
1329	261.3465052
1330	261.2757965
1331	261.2362981
1332	261.1252742
1333	261.054049
1334	260.9841758
1335	260.9673211
1336	260.8913846
1337	260.7748574
1338	260.7230614
1339	260.6022836
1340	260.5677026
1341	260.5156707
1342	260.4879352
1343	260.4187005
1344	260.3041182
1345	260.2596901
1346	260.2254344
1347	260.1828284
1348	260.1335534
1349	260.0511098
1350	260.0156554
1351	259.9992502
1352	259.9302331
1353	259.8616298
1354	259.8453947
1355	259.7775385
1356	259.761477
1357	259.7117291
1358	259.6846586
1359	259.6163091
1360	259.5683003
1361	259.457329
1362	259.4049887
1363	259.3780941
1364	259.3522749
1365	259.3005994
1366	259.2333451
1367	259.195282
1368	259.1519743
1369	259.0850825
1370	259.0660887
1371	259.0150061
1372	258.94843
1373	258.9226397
1374	258.843371
1375	258.8120555
1376	258.7508702
1377	258.7257652
1378	258.7098315
1379	258.6677099
1380	258.6112382
1381	258.5647759
1382	258.4988155
1383	258.4618273
1384	258.3954823
1385	258.3629473
1386	258.3529417
1387	258.1723867
1388	258.1516739
1389	258.1174092
1390	258.0763487
1391	258.0110024
1392	257.9463726
1393	257.9102833
1394	257.8716551
1395	257.8561959
1396	257.8162058
1397	257.7954828
1398	257.7360661
1399	257.7032315
1400	257.6704173
1401	257.6452944
1402	257.5991627
1403	257.5559594
1404	257.5017712
1405	257.4358841
1406	257.3915292
1407	257.2124837
1408	257.1472502
1409	257.1048324
1410	256.9701052
1411	256.8634995
1412	256.8301136
1413	256.8144185
1414	256.7821618
1415	256.7491368
1416	256.7164723
1417	256.7059248
1418	256.6416761
1419	256.537105
1420	256.5141033
1421	256.4330127
1422	256.3702093
1423	256.3604767
1424	256.342608
1425	256.3181055
1426	256.3026861
1427	256.2874363
1428	256.2235036
1429	256.213945
1430	256.1815733
1431	256.1427096
1432	256.1277936
1433	256.0822549
1434	256.0639386
1435	255.9932328
1436	255.9698733
1437	255.907643
1438	255.8460952
1439	255.8024145
1440	255.7744966
1441	255.6739312
1442	255.6277903
1443	255.5898949
1444	255.5446037
1445	255.4772123
1446	255.4170366
1447	255.3922952
1448	255.3614738
1449	255.2570143
1450	255.0809049
1451	255.0181842
1452	255.0030071
1453	254.9656278
1454	254.9145008
1455	254.8776301
1456	254.817979
1457	254.7821377
1458	254.7726477
1459	254.7234128
1460	254.6998203
1461	254.5977072
1462	254.556038
1463	254.4907807
1464	254.4558799
1465	254.281479
1466	254.2494439
1467	254.226976
1468	254.1952924
1469	254.1338021
1470	254.0994338
1471	254.0888838
1472	253.9910064
1473	253.9574576
1474	253.8989705
1475	253.8411236
1476	253.8180869
1477	253.7866868
1478	253.7257569
1479	253.6887857
1480	253.5939965
1481	253.4946616
1482	253.4760558
1483	253.4252296
1484	253.3705211
1485	253.3397066
1486	253.2947423
1487	253.2506248
1488	253.2176421
1489	253.1673882
1490	253.1333265
1491	253.0356237
1492	253.020757
1493	253.0114436
1494	252.9334453
1495	252.9002639
1496	252.7278291
1497	252.698812
1498	252.6734105
1499	252.577377
1500	252.5467907
1501	252.4884503
1502	252.4307413
1503	252.3739044
1504	252.3592494
1505	252.3235214
1506	252.1528771
1507	252.1204676
1508	252.0706717
1509	252.0396921
1510	251.9824991
1511	251.9557911
1512	251.863401
1513	251.8330437
1514	251.6641131
1515	251.6077136
1516	251.5152084
1517	251.4948812
1518	251.4388955
1519	251.4045433
1520	251.2376348
1521	251.182208
1522	251.1550293
1523	251.1054059
1524	251.062338
1525	251.0341087
1526	251.001268
1527	250.9218339
1528	250.756754
1529	250.7247427
1530	250.6758188
1531	250.6208597
1532	250.4575726
1533	250.4355535
1534	250.3462373
1535	250.2547881
1536	250.2400304
1537	250.1853104
1538	250.1551133
1539	250.1013184
1540	250.0583276
1541	250.0165087
1542	249.85458
1543	249.8003759
1544	249.7857487
1545	249.766286
1546	249.713424
1547	249.6646556
1548	249.6234332
1549	249.4638118
1550	249.4406373
1551	249.4004924
1552	249.3355766
1553	249.3030396
1554	249.1457941
1555	249.1141569
1556	249.0483539
1557	249.0393563
1558	248.985887
1559	248.9543705
1560	248.9235689
1561	248.7686715
1562	248.61553
1563	248.5992116
1564	248.5846648
1565	248.5440713
1566	248.495674
1567	248.4086819
1568	248.3841597
1569	248.3362282
1570	248.2473543
1571	248.1949526
1572	248.1100876
1573	248.05888
1574	248.024437
1575	248.0121681
1576	247.9648595
1577	247.9375719
1578	247.9115346
1579	247.8329059
1580	247.8108311
1581	247.7767952
1582	247.6249516
1583	247.5742406
1584	247.5598798
1585	247.4097119
1586	247.3783905
1587	247.3250301
1588	247.2939805
1589	247.2468894
1590	247.187729
1591	247.1052453
1592	247.0678347
1593	246.9917289
1594	246.9420607
1595	246.8616172
1596	246.8130812
1597	246.664612
1598	246.6308105
1599	246.5779055
1600	246.5500695
1601	246.5019952
1602	246.4930194
1603	246.451022
1604	246.4264046
1605	246.396519
1606	246.3099947
1607	246.1630907
1608	246.0850406
1609	246.0557842
1610	246.0381572
1611	245.8928235
1612	245.8530705
1613	245.8016889
1614	245.7545837
1615	245.7283896
1616	245.7115707
1617	245.567756
1618	245.4904035
1619	245.4569305
1620	245.4050569
1621	245.3204202
1622	245.273738
1623	245.2406172
1624	245.2075182
1625	245.065118
1626	244.9243173
1627	244.7850962
1628	244.7382506
1629	244.6622773
1630	244.5245458
1631	244.4782436
1632	244.3420299
1633	244.2824612
1634	244.252903
1635	244.1181346
1636	244.0433031
1637	243.909997
1638	243.778179
1639	243.7535938
1640	243.6232314
1641	243.494321
1642	243.4636752
1643	243.3361725
1644	243.2100872
1645	243.1640768
1646	243.1258727
1647	243.0333423
1648	242.9096999
1649	242.8639928
1650	242.741698
1651	242.717819
1652	242.596865
1653	242.4772488
1654	242.4272794
1655	242.3902601
1656	242.3446437
1657	242.2267683
1658	242.1101946
1659	241.9949073
1660	241.9434894
1661	241.8927424
1662	241.8697692
1663	241.7961581
1664	241.6820477
1665	241.5691953
1666	241.4575861
1667	241.3472057
1668	241.2380396
1669	241.2261633
1670	241.196806
1671	241.0888194
1672	241.0597682
1673	241.0286527
1674	240.9218167
1675	240.8707361
1676	240.8401552
1677	240.7344465
1678	240.6509317
1679	240.546347
1680	240.5107251
1681	240.4072708
1682	240.3451268
