iter	Passed	Remaining
380	1161	4937
381	1168	4949
382	1172	4951
383	1174	4944
384	1176	4935
385	1178	4926
386	1180	4918
387	1182	4913
388	1188	4922
389	1190	4914
390	1191	4904
391	1193	4895
392	1195	4887
393	1197	4881
394	1206	4903
395	1220	4943
396	1222	4935
397	1227	4938
398	1228	4928
399	1229	4917
400	1230	4906
401	1231	4897
402	1233	4887
403	1234	4875
404	1235	4865
405	1236	4853
406	1237	4842
407	1238	4831
408	1242	4831
409	1243	4824
410	1248	4828
411	1251	4824
412	1253	4817
413	1255	4808
414	1256	4798
415	1261	4804
416	1264	4801
417	1267	4795
418	1268	4785
419	1270	4778
420	1271	4770
421	1272	4759
422	1274	4752
423	1276	4745
424	1280	4745
425	1288	4761
426	1291	4758
427	1293	4749
428	1294	4740
429	1295	4731
430	1297	4724
431	1301	4725
432	1304	4722
433	1310	4726
434	1311	4716
435	1312	4706
436	1312	4695
437	1315	4690
438	1319	4691
439	1323	4691
440	1324	4683
441	1330	4689
442	1337	4701
443	1338	4691
444	1339	4681
445	1341	4672
446	1344	4671
447	1345	4662
448	1349	4660
449	1350	4650
450	1351	4640
451	1351	4629
452	1352	4619
453	1353	4609
454	1354	4600
455	1356	4593
456	1358	4587
457	1365	4596
458	1370	4601
459	1374	4601
460	1376	4595
461	1379	4592
462	1381	4586
463	1383	4578
464	1385	4575
465	1387	4567
466	1388	4558
467	1389	4549
468	1390	4539
469	1391	4530
470	1392	4520
471	1393	4511
472	1394	4501
473	1406	4529
474	1410	4528
475	1412	4521
476	1414	4514
477	1415	4507
478	1416	4498
479	1417	4490
480	1419	4482
481	1421	4477
482	1422	4469
483	1423	4459
484	1424	4450
485	1425	4441
486	1427	4434
487	1428	4427
488	1430	4420
489	1432	4413
490	1434	4409
491	1438	4409
492	1444	4414
493	1446	4410
494	1449	4407
495	1451	4400
496	1453	4394
497	1454	4386
498	1455	4379
499	1457	4372
500	1461	4372
501	1463	4366
502	1464	4359
503	1466	4353
504	1468	4346
505	1470	4340
506	1475	4345
507	1488	4372
508	1490	4366
509	1492	4360
510	1493	4352
511	1494	4343
512	1495	4334
513	1497	4328
514	1498	4321
515	1500	4314
516	1501	4306
517	1502	4299
518	1504	4292
519	1505	4285
520	1507	4278
521	1508	4272
522	1510	4265
523	1516	4270
524	1521	4275
525	1525	4274
526	1527	4270
527	1529	4265
528	1531	4259
529	1533	4253
530	1536	4249
531	1537	4242
532	1538	4233
533	1540	4228
534	1541	4221
535	1544	4219
536	1547	4214
537	1553	4220
538	1557	4221
539	1560	4220
540	1562	4214
541	1564	4208
542	1566	4202
543	1572	4209
544	1574	4204
545	1577	4201
546	1578	4194
547	1579	4186
548	1581	4178
549	1582	4171
550	1584	4166
551	1587	4163
552	1592	4166
553	1596	4168
554	1601	4168
555	1603	4164
556	1605	4159
557	1606	4152
558	1608	4146
559	1610	4140
560	1611	4134
561	1614	4129
562	1615	4123
563	1616	4115
564	1617	4108
565	1618	4101
566	1620	4096
567	1631	4113
568	1634	4110
569	1636	4104
570	1637	4098
571	1639	4093
572	1641	4087
573	1644	4085
574	1645	4079
575	1648	4074
576	1650	4069
577	1651	4063
578	1652	4056
579	1654	4050
580	1655	4044
581	1657	4037
582	1658	4031
583	1660	4025
584	1661	4019
585	1680	4055
586	1682	4050
587	1684	4045
588	1686	4039
589	1688	4034
590	1693	4037
591	1695	4033
592	1697	4027
593	1708	4043
594	1710	4039
595	1712	4033
596	1713	4027
597	1715	4021
598	1734	4055
599	1739	4059
600	1743	4058
601	1747	4058
602	1750	4054
603	1752	4051
604	1755	4047
605	1756	4041
606	1758	4035
607	1759	4029
608	1761	4023
609	1762	4016
610	1768	4020
611	1770	4016
612	1773	4012
613	1775	4006
614	1776	4000
615	1778	3996
616	1780	3991
617	1783	3988
618	1788	3990
619	1791	3987
620	1796	3989
621	1798	3983
622	1800	3979
623	1810	3992
624	1811	3986
625	1813	3979
626	1821	3988
627	1823	3983
628	1824	3977
629	1829	3977
630	1833	3978
631	1839	3981
632	1842	3978
633	1844	3973
634	1845	3967
635	1847	3961
636	1848	3955
637	1852	3953
638	1855	3952
639	1861	3955
640	1863	3950
641	1866	3947
642	1869	3945
643	1874	3947
644	1876	3941
645	1878	3936
646	1881	3934
647	1883	3930
648	1886	3927
649	1888	3921
650	1889	3915
651	1891	3909
652	1892	3904
653	1917	3946
654	1920	3943
655	1921	3937
656	1923	3931
657	1924	3926
658	1926	3921
659	1928	3916
660	1930	3910
661	1931	3904
662	1932	3897
663	1934	3892
664	1939	3893
665	1945	3897
666	1949	3896
667	1954	3896
668	1955	3891
669	1957	3885
670	1959	3880
671	1960	3874
672	1962	3869
673	1964	3864
674	1966	3859
675	1967	3853
676	1968	3847
677	1971	3843
678	1972	3837
679	1974	3832
680	1977	3830
681	1985	3836
682	1989	3836
683	1992	3833
684	1995	3831
685	1997	3826
686	1999	3820
687	2000	3814
688	2003	3811
689	2005	3806
690	2006	3801
691	2008	3797
692	2010	3792
693	2012	3786
694	2015	3783
695	2018	3782
696	2021	3778
697	2024	3775
698	2027	3773
699	2029	3769
700	2031	3764
701	2033	3759
702	2034	3753
703	2036	3748
704	2037	3742
705	2039	3737
706	2040	3732
707	2046	3733
708	2048	3730
709	2053	3730
710	2059	3733
711	2063	3733
712	2066	3729
713	2078	3744
714	2080	3738
715	2081	3733
716	2083	3728
717	2086	3724
718	2088	3720
719	2089	3715
720	2091	3710
721	2092	3704
722	2094	3698
723	2095	3693
724	2096	3687
725	2099	3684
726	2103	3682
727	2107	3681
728	2119	3695
729	2123	3694
730	2126	3691
731	2130	3690
732	2134	3689
733	2138	3688
734	2144	3690
735	2146	3686
736	2149	3683
737	2150	3677
738	2151	3671
739	2152	3664
740	2153	3658
741	2154	3653
742	2155	3647
743	2157	3641
744	2158	3635
745	2159	3629
746	2160	3623
747	2163	3620
748	2166	3618
749	2168	3613
750	2169	3608
751	2171	3603
752	2172	3597
753	2174	3592
754	2176	3588
755	2178	3584
756	2186	3589
757	2190	3588
758	2191	3583
759	2197	3585
760	2218	3611
761	2220	3607
762	2221	3601
763	2223	3596
764	2224	3591
765	2227	3588
766	2229	3584
767	2231	3579
768	2232	3574
769	2234	3569
770	2276	3629
771	2278	3624
772	2279	3619
773	2282	3615
774	2285	3611
775	2289	3611
776	2294	3611
777	2296	3607
778	2300	3605
779	2302	3600
780	2306	3600
781	2308	3596
782	2310	3591
783	2311	3585
784	2313	3580
785	2314	3574
786	2316	3569
787	2317	3564
788	2319	3559
789	2321	3556
790	2324	3552
791	2325	3547
792	2328	3543
793	2330	3539
794	2331	3534
795	2335	3532
796	2345	3540
797	2357	3551
798	2359	3546
799	2360	3540
800	2362	3536
801	2365	3533
802	2368	3530
803	2371	3527
804	2373	3522
805	2375	3518
806	2378	3516
807	2383	3515
808	2385	3511
809	2388	3509
810	2390	3504
811	2392	3500
812	2394	3495
813	2395	3490
814	2396	3485
815	2398	3479
816	2399	3474
817	2402	3471
818	2404	3467
819	2405	3462
820	2406	3456
821	2408	3451
822	2409	3446
823	2412	3442
824	2422	3449
825	2424	3446
826	2427	3443
827	2430	3440
828	2432	3436
829	2434	3432
830	2436	3427
831	2438	3423
832	2441	3420
833	2444	3417
834	2446	3413
835	2448	3409
836	2449	3404
837	2451	3398
838	2453	3394
839	2455	3390
840	2458	3388
841	2464	3390
842	2468	3388
843	2472	3386
844	2474	3382
845	2476	3377
846	2477	3372
847	2479	3368
848	2488	3374
849	2490	3369
850	2493	3366
851	2495	3362
852	2505	3369
853	2512	3371
854	2513	3366
855	2515	3361
856	2516	3356
857	2517	3351
858	2518	3345
859	2520	3340
860	2522	3336
861	2523	3332
862	2525	3327
863	2527	3322
864	2528	3318
865	2530	3313
866	2532	3309
867	2533	3303
868	2535	3299
869	2537	3295
870	2542	3295
871	2546	3293
872	2551	3294
873	2554	3290
874	2557	3287
875	2559	3283
876	2560	3278
877	2562	3274
878	2565	3271
879	2567	3267
880	2569	3263
881	2570	3258
882	2571	3253
883	2573	3248
884	2575	3244
885	2577	3240
886	2580	3238
887	2583	3234
888	2589	3236
889	2594	3236
890	2596	3231
891	2598	3227
892	2600	3223
893	2601	3218
894	2602	3213
895	2608	3213
896	2611	3211
897	2614	3208
898	2618	3206
899	2621	3203
900	2623	3199
901	2625	3195
902	2627	3192
903	2629	3188
904	2631	3184
905	2633	3180
906	2635	3175
907	2636	3171
908	2638	3166
909	2639	3161
910	2641	3157
911	2643	3153
912	2645	3149
913	2651	3149
914	2655	3148
915	2658	3145
916	2664	3147
917	2666	3142
918	2667	3137
919	2670	3134
920	2672	3130
921	2673	3126
922	2675	3121
923	2677	3117
924	2678	3113
925	2680	3108
926	2711	3138
927	2713	3134
928	2715	3130
929	2722	3132
930	2723	3127
931	2726	3124
932	2728	3119
933	2730	3116
934	2732	3111
935	2744	3120
936	2756	3127
937	2759	3124
938	2762	3121
939	2764	3116
940	2780	3128
941	2793	3137
942	2796	3135
943	2801	3133
944	2815	3143
945	2819	3141
946	2824	3140
947	2826	3136
948	2828	3132
949	2829	3127
950	2831	3123
951	2832	3118
952	2836	3116
953	2839	3112
954	2840	3108
955	2842	3104
956	2844	3099
957	2856	3106
958	2857	3102
959	2859	3097
960	2860	3092
961	2862	3088
962	2866	3086
963	2872	3086
964	2874	3082
965	2879	3082
966	2882	3079
967	2884	3074
968	2886	3070
969	2888	3067
970	2892	3065
971	2896	3063
972	2898	3059
973	2900	3054
974	2903	3052
975	2911	3054
976	2916	3053
977	2919	3051
978	2921	3047
979	2923	3043
980	2925	3038
981	2927	3034
982	2930	3031
983	2932	3027
984	2933	3023
985	2935	3019
986	2937	3015
987	2939	3010
988	2941	3007
989	2946	3006
990	2950	3004
991	2955	3003
992	2958	3000
993	2960	2995
994	2961	2991
995	2963	2986
996	2964	2982
997	2971	2983
998	2973	2979
999	2975	2975
1000	2977	2971
1001	2982	2970
1002	2986	2968
1003	2990	2966
1004	2992	2962
1005	2994	2959
1006	2996	2954
1007	3005	2957
1008	3008	2955
1009	3010	2951
1010	3014	2948
1011	3016	2944
1012	3026	2948
1013	3029	2945
1014	3033	2943
1015	3036	2940
1016	3038	2937
1017	3040	2933
1018	3042	2928
1019	3044	2924
1020	3047	2921
1021	3049	2918
1022	3051	2914
1023	3053	2910
1024	3055	2906
1025	3057	2902
1026	3058	2898
1027	3065	2898
1028	3070	2897
1029	3075	2896
1030	3077	2892
1031	3079	2888
1032	3081	2884
1033	3084	2881
1034	3087	2878
1035	3090	2876
1036	3096	2875
1037	3107	2879
1038	3110	2877
1039	3114	2874
1040	3117	2871
1041	3120	2868
1042	3122	2864
1043	3123	2860
1044	3126	2857
1045	3130	2855
1046	3132	2851
1047	3135	2848
1048	3137	2844
1049	3140	2841
1050	3144	2839
1051	3160	2847
1052	3163	2844
1053	3166	2841
1054	3167	2837
1055	3169	2833
1056	3171	2829
1057	3172	2824
1058	3173	2820
1059	3175	2815
1060	3177	2811
1061	3180	2809
1062	3184	2806
1063	3197	2812
1064	3199	2809
1065	3201	2805
1066	3203	2801
1067	3205	2797
1068	3207	2793
1069	3209	2789
1070	3210	2785
1071	3212	2780
1072	3214	2776
1073	3215	2772
1074	3217	2768
1075	3221	2766
1076	3226	2764
1077	3229	2762
1078	3233	2759
1079	3235	2756
1080	3237	2752
1081	3239	2748
1082	3242	2745
1083	3254	2750
1084	3256	2746
1085	3268	2750
1086	3272	2748
1087	3276	2746
1088	3278	2742
1089	3280	2738
1090	3282	2734
1091	3284	2731
1092	3286	2727
1093	3288	2723
1094	3290	2719
1095	3292	2715
1096	3293	2711
1097	3295	2707
1098	3297	2703
1099	3298	2699
1100	3303	2697
1101	3305	2693
1102	3311	2692
1103	3313	2688
1104	3315	2685
1105	3317	2681
1106	3319	2677
1107	3321	2673
1108	3323	2669
1109	3324	2665
1110	3326	2661
1111	3327	2657
1112	3331	2655
1113	3333	2651
1114	3335	2647
1115	3340	2645
1116	3343	2642
1117	3351	2643
1118	3355	2641
1119	3357	2637
1120	3359	2634
1121	3363	2632
1122	3369	2631
1123	3371	2627
1124	3375	2625
1125	3376	2620
1126	3377	2616
1127	3379	2612
1128	3382	2609
1129	3383	2605
1130	3385	2601
1131	3386	2596
1132	3389	2593
1133	3393	2591
1134	3397	2589
1135	3402	2587
1136	3405	2585
1137	3407	2581
1138	3409	2577
1139	3411	2573
1140	3412	2569
1141	3414	2565
1142	3417	2562
1143	3418	2558
1144	3421	2554
1145	3422	2550
1146	3424	2546
1147	3426	2542
1148	3431	2541
1149	3434	2538
1150	3438	2535
1151	3441	2533
1152	3443	2529
1153	3445	2525
1154	3446	2521
1155	3448	2517
1156	3459	2520
1157	3460	2516
1158	3463	2512
1159	3464	2508
1160	3465	2504
1161	3470	2502
1162	3474	2500
1163	3477	2497
1164	3481	2495
1165	3483	2491
1166	3485	2488
1167	3487	2484
1168	3489	2480
1169	3492	2477
1170	3496	2475
1171	3498	2471
1172	3500	2467
1173	3501	2463
1174	3503	2459
1175	3506	2457
1176	3509	2453
1177	3514	2452
1178	3518	2450
1179	3524	2449
1180	3528	2447
1181	3530	2443
1182	3537	2442
1183	3539	2439
1184	3541	2435
1185	3542	2431
1186	3544	2427
1187	3545	2423
1188	3547	2419
1189	3552	2417
1190	3555	2414
1191	3564	2416
1192	3569	2414
1193	3572	2411
1194	3575	2408
1195	3577	2404
1196	3579	2401
1197	3581	2397
1198	3582	2393
1199	3584	2389
1200	3586	2385
1201	3587	2381
1202	3589	2378
1203	3591	2374
1204	3593	2370
1205	3594	2366
1206	3595	2362
1207	3598	2359
1208	3599	2354
1209	3604	2353
1210	3612	2353
1211	3618	2352
1212	3621	2349
1213	3622	2345
1214	3623	2341
1215	3624	2337
1216	3626	2333
1217	3628	2329
1218	3635	2329
1219	3637	2325
1220	3640	2322
1221	3641	2318
1222	3644	2315
1223	3653	2316
1224	3660	2315
1225	3664	2313
1226	3668	2310
1227	3669	2306
1228	3673	2304
1229	3675	2300
1230	3679	2298
1231	3680	2294
1232	3683	2291
1233	3685	2287
1234	3688	2284
1235	3700	2287
1236	3711	2289
1237	3712	2285
1238	3716	2282
1239	3717	2278
1240	3718	2274
1241	3720	2270
1242	3725	2269
1243	3735	2270
1244	3737	2266
1245	3739	2262
1246	3741	2259
1247	3743	2255
1248	3744	2251
1249	3748	2248
1250	3749	2244
1251	3751	2241
1252	3752	2236
1253	3753	2232
1254	3760	2232
1255	3764	2229
1256	3768	2227
1257	3771	2224
1258	3774	2221
1259	3776	2218
1260	3778	2214
1261	3779	2210
1262	3781	2206
1263	3782	2202
1264	3783	2198
1265	3785	2194
1266	3788	2191
1267	3789	2187
1268	3794	2185
1269	3796	2182
1270	3797	2178
1271	3799	2174
1272	3800	2170
1273	3815	2174
1274	3819	2171
1275	3822	2168
1276	3823	2164
1277	3826	2161
1278	3828	2157
1279	3829	2153
1280	3831	2150
1281	3833	2146
1282	3834	2142
1283	3835	2138
1284	3836	2134
1285	3837	2130
1286	3841	2128
1287	3844	2124
1288	3848	2122
1289	3861	2125
1290	3863	2121
1291	3865	2118
1292	3867	2114
1293	3869	2111
1294	3871	2107
1295	3876	2105
1296	3880	2103
1297	3882	2099
1298	3886	2097
1299	3902	2101
1300	3908	2100
1301	3914	2098
1302	3916	2094
1303	3917	2090
1304	3919	2087
1305	3920	2083
1306	3922	2079
1307	3925	2076
1308	3928	2073
1309	3933	2071
1310	3936	2068
1311	3940	2066
1312	3942	2062
1313	3944	2059
1314	3946	2055
1315	3947	2051
1316	3949	2048
1317	3951	2044
1318	3953	2041
1319	3958	2039
1320	3961	2036
1321	3971	2036
1322	3974	2033
1323	3975	2029
1324	3983	2029
1325	3992	2029
1326	3999	2028
1327	4007	2027
1328	4027	2033
1329	4050	2040
1330	4052	2036
1331	4054	2033
1332	4056	2029
1333	4060	2027
1334	4063	2023
1335	4065	2020
1336	4067	2016
1337	4068	2013
1338	4070	2009
1339	4073	2006
1340	4075	2002
1341	4078	1999
1342	4081	1996
1343	4085	1994
1344	4089	1991
1345	4096	1990
1346	4098	1987
1347	4100	1983
1348	4102	1980
1349	4105	1976
1350	4107	1973
1351	4109	1969
1352	4110	1965
1353	4114	1962
1354	4117	1959
1355	4125	1959
1356	4128	1956
1357	4130	1952
1358	4132	1949
1359	4134	1945
1360	4136	1941
1361	4146	1942
1362	4160	1944
1363	4164	1942
1364	4167	1938
1365	4173	1936
1366	4175	1933
1367	4177	1929
1368	4178	1925
1369	4180	1922
1370	4181	1918
1371	4183	1914
1372	4184	1911
1373	4186	1907
1374	4188	1903
1375	4189	1899
1376	4190	1896
1377	4192	1892
1378	4193	1888
1379	4195	1884
1380	4197	1881
1381	4200	1878
1382	4203	1875
1383	4206	1872
1384	4208	1868
1385	4210	1865
1386	4213	1862
1387	4216	1859
1388	4218	1855
1389	4219	1851
1390	4221	1848
1391	4223	1844
1392	4224	1840
1393	4225	1837
1394	4227	1833
1395	4229	1830
1396	4231	1826
1397	4232	1822
1398	4234	1819
1399	4236	1815
1400	4241	1813
1401	4245	1810
1402	4251	1809
1403	4253	1805
1404	4256	1802
1405	4258	1798
1406	4260	1795
1407	4263	1792
1408	4265	1789
1409	4267	1785
1410	4270	1782
1411	4273	1779
1412	4275	1776
1413	4277	1772
1414	4282	1770
1415	4286	1768
1416	4291	1765
1417	4294	1762
1418	4296	1759
1419	4298	1755
1420	4299	1751
1421	4300	1748
1422	4302	1744
1423	4305	1741
1424	4317	1742
1425	4325	1741
1426	4327	1737
1427	4328	1734
1428	4330	1730
1429	4332	1726
1430	4334	1723
1431	4338	1720
1432	4342	1718
1433	4346	1715
1434	4350	1712
1435	4352	1709
1436	4354	1705
1437	4357	1703
1438	4359	1699
1439	4361	1696
1440	4363	1692
1441	4364	1688
1442	4369	1686
1443	4371	1683
1444	4373	1679
1445	4378	1677
1446	4383	1675
1447	4386	1672
1448	4389	1669
1449	4391	1665
1450	4393	1662
1451	4396	1659
1452	4399	1656
1453	4401	1652
1454	4405	1650
1455	4407	1646
1456	4409	1643
1457	4413	1640
1458	4416	1637
1459	4424	1636
1460	4430	1634
1461	4432	1630
1462	4433	1627
1463	4435	1623
1464	4436	1620
1465	4439	1617
1466	4442	1614
1467	4444	1610
1468	4446	1607
1469	4447	1603
1470	4449	1600
1471	4451	1596
1472	4453	1593
1473	4455	1589
1474	4457	1586
1475	4459	1583
1476	4460	1579
1477	4463	1576
1478	4465	1573
1479	4473	1571
1480	4484	1571
1481	4485	1567
1482	4491	1565
1483	4499	1564
1484	4500	1560
1485	4502	1557
1486	4514	1557
1487	4518	1554
1488	4521	1551
1489	4523	1548
1490	4525	1544
1491	4527	1541
1492	4528	1537
1493	4529	1534
1494	4531	1530
1495	4533	1527
1496	4535	1523
1497	4537	1520
1498	4538	1516
1499	4540	1513
1500	4541	1509
1501	4543	1506
1502	4545	1502
1503	4546	1499
1504	4548	1496
1505	4552	1493
1506	4555	1490
1507	4558	1487
1508	4564	1485
1509	4566	1481
1510	4568	1478
1511	4569	1474
1512	4571	1471
1513	4574	1468
1514	4576	1464
1515	4577	1461
1516	4579	1458
1517	4581	1454
1518	4583	1451
1519	4584	1447
1520	4589	1445
1521	4591	1442
1522	4596	1439
1523	4603	1437
1524	4605	1434
1525	4608	1431
1526	4611	1428
1527	4614	1425
1528	4616	1422
1529	4619	1419
1530	4621	1415
1531	4623	1412
1532	4626	1409
1533	4629	1406
1534	4632	1403
1535	4633	1399
1536	4634	1396
1537	4636	1392
1538	4646	1391
1539	4650	1389
1540	4656	1386
1541	4658	1383
1542	4661	1380
1543	4662	1377
1544	4664	1373
1545	4665	1370
1546	4666	1366
1547	4669	1363
1548	4671	1360
1549	4673	1356
1550	4675	1353
1551	4677	1350
1552	4678	1346
1553	4680	1343
1554	4682	1339
1555	4683	1336
1556	4685	1333
1557	4687	1329
1558	4689	1326
1559	4694	1324
1560	4699	1321
1561	4703	1318
1562	4707	1316
1563	4709	1312
1564	4711	1309
1565	4713	1306
1566	4715	1303
1567	4717	1299
1568	4721	1296
1569	4723	1293
1570	4729	1291
1571	4746	1292
1572	4748	1288
1573	4749	1285
1574	4751	1282
1575	4752	1278
1576	4755	1275
1577	4757	1272
1578	4759	1269
1579	4760	1265
1580	4763	1262
1581	4765	1259
1582	4767	1255
1583	4775	1254
1584	4786	1253
1585	4788	1249
1586	4789	1246
1587	4791	1243
1588	4792	1239
1589	4794	1236
1590	4806	1235
1591	4807	1232
1592	4809	1228
1593	4811	1225
1594	4816	1222
1595	4820	1220
1596	4825	1217
1597	4830	1215
1598	4832	1212
1599	4834	1208
1600	4836	1205
1601	4838	1202
1602	4840	1198
1603	4842	1195
1604	4845	1192
1605	4847	1189
1606	4854	1187
1607	4860	1184
1608	4864	1182
1609	4868	1179
1610	4871	1176
1611	4873	1173
1612	4875	1169
1613	4876	1166
1614	4879	1163
1615	4882	1160
1616	4884	1156
1617	4890	1154
1618	4891	1151
1619	4894	1148
1620	4901	1146
1621	4904	1142
1622	4910	1140
1623	4912	1137
1624	4915	1134
1625	4917	1130
1626	4923	1128
1627	4925	1125
1628	4927	1122
1629	4928	1118
1630	4930	1115
1631	4931	1112
1632	4933	1108
1633	4935	1105
1634	4946	1104
1635	4951	1101
1636	4955	1098
1637	4957	1095
1638	4958	1092
1639	4960	1088
1640	4962	1085
1641	4966	1082
1642	4969	1079
1643	4971	1076
1644	4973	1073
1645	4975	1070
1646	4981	1067
1647	4985	1064
1648	4990	1062
1649	4993	1059
1650	4996	1056
1651	4997	1052
1652	4999	1049
1653	5001	1046
1654	5002	1042
1655	5004	1039
1656	5006	1036
1657	5009	1033
1658	5012	1030
1659	5017	1027
1660	5023	1025
1661	5029	1022
1662	5033	1019
1663	5037	1017
1664	5039	1013
1665	5043	1011
1666	5049	1008
1667	5053	1005
1668	5056	1002
1669	5058	999
1670	5060	996
1671	5064	993
1672	5068	990
1673	5070	987
1674	5072	984
1675	5073	980
1676	5075	977
1677	5078	974
1678	5080	971
1679	5081	967
1680	5083	964
1681	5085	961
1682	5087	958
1683	5088	954
1684	5094	952
1685	5097	949
1686	5099	946
1687	5102	943
1688	5106	940
1689	5108	937
1690	5109	933
1691	5111	930
1692	5112	927
1693	5114	923
1694	5116	920
1695	5118	917
1696	5120	914
1697	5122	910
1698	5123	907
1699	5124	904
1700	5125	901
1701	5127	897
1702	5130	894
