iter	RMSE
542	0.08984312445
543	0.08982455094
544	0.08979533536
545	0.08975956029
546	0.08970647408
547	0.0896770624
548	0.08964678971
549	0.08958964636
550	0.08955241815
551	0.08952979192
552	0.08950482771
553	0.08946746852
554	0.08941407958
555	0.0893496479
556	0.08932157893
557	0.0892953302
558	0.08927874248
559	0.08924721698
560	0.08923251716
561	0.08920107903
562	0.08919038727
563	0.08916097103
564	0.08913628102
565	0.08910275387
566	0.0890422709
567	0.08902258263
568	0.08900040356
569	0.08895582749
570	0.08892750672
571	0.08889845193
572	0.08884942933
573	0.08881586554
574	0.08875400179
575	0.08873539472
576	0.08871726969
577	0.08868382395
578	0.0886561584
579	0.08862573408
580	0.08860826948
581	0.08857528485
582	0.08854594623
583	0.08849999712
584	0.08846512507
585	0.08842449448
586	0.0883909528
587	0.08835229904
588	0.08830605209
589	0.08827155005
590	0.08824305311
591	0.08818056635
592	0.08815131751
593	0.08812427326
594	0.08809374827
595	0.08806512076
596	0.08803633947
597	0.08799019406
598	0.08794518143
599	0.08793868466
600	0.08791073749
601	0.08787857905
602	0.08784050387
603	0.08781932919
604	0.08778267164
605	0.08775289318
606	0.08772962434
607	0.0877128601
608	0.08767799613
609	0.08765911979
610	0.08763503998
611	0.08760502354
612	0.08757579619
613	0.08755050997
614	0.0875282916
615	0.08746493436
616	0.08741672702
617	0.08738682888
618	0.08736944048
619	0.08731821714
620	0.08726360487
621	0.08725071571
622	0.08720979283
623	0.08717372125
624	0.08715321182
625	0.08710925074
626	0.08707957103
627	0.08703932287
628	0.08699486222
629	0.08696929587
630	0.08692584867
631	0.08688335228
632	0.08682617312
633	0.08677801894
634	0.08675331148
635	0.08672235125
636	0.08667667018
637	0.0866298962
638	0.08660242207
639	0.0865734756
640	0.08655383434
641	0.08652102568
642	0.08649562214
643	0.08645837349
644	0.08643123294
645	0.08640146465
646	0.08638058999
647	0.08634027271
648	0.08631282763
649	0.08629933138
650	0.08626694495
651	0.08622097077
652	0.08620037162
653	0.08617528564
654	0.0861596579
655	0.08613353455
656	0.08611600856
657	0.08608282952
658	0.08604128729
659	0.08601766461
660	0.08599459006
661	0.08596908564
662	0.08593289302
663	0.08589773457
664	0.08585543672
665	0.08582476721
666	0.08576668894
667	0.08573422589
668	0.08571150344
669	0.08565976036
670	0.08564217579
671	0.08559692683
672	0.08557089126
673	0.08553066435
674	0.08550259764
675	0.08548570307
676	0.08546531297
677	0.08544144596
678	0.08540923014
679	0.08539010922
680	0.08532784301
681	0.08530358052
682	0.08527825294
683	0.0852433093
684	0.0852067757
685	0.0851870379
686	0.08515485575
687	0.08512343727
688	0.08509383438
689	0.08506350953
690	0.08503146434
691	0.08498820157
692	0.08497415056
693	0.08494218704
694	0.08491904626
695	0.08489674878
696	0.0848523446
697	0.08482638798
698	0.08477384265
699	0.08472906031
700	0.0847162752
701	0.08469388289
702	0.08467797782
703	0.0846515451
704	0.08461006683
705	0.08457583903
706	0.08455673646
707	0.08453040565
708	0.08450322643
709	0.08447373667
710	0.08443774396
711	0.08440223689
712	0.08437703386
713	0.08434267338
714	0.08431673925
715	0.08429012092
716	0.08426887776
717	0.08424351447
718	0.08422299201
719	0.08420124142
720	0.08417970159
721	0.0841599401
722	0.0841363656
723	0.0841099966
724	0.08407224253
725	0.08404800496
726	0.08403864215
727	0.08401050296
728	0.08399513009
729	0.08395371041
730	0.08391883723
731	0.08390097023
732	0.08387789859
733	0.08384915869
734	0.08381172339
735	0.0837858273
736	0.08376580449
737	0.08375014887
738	0.08373230427
739	0.08370161126
740	0.08367157375
741	0.08364412087
742	0.08362563063
743	0.08360132461
744	0.08356879616
745	0.08353034982
746	0.08350338211
747	0.08345724645
748	0.08342518536
749	0.08340505091
750	0.08338234467
751	0.08335242886
752	0.08333113363
753	0.08329992201
754	0.08328681905
755	0.08326261249
756	0.0832117207
757	0.08318877224
758	0.08316213729
759	0.08315312134
760	0.08312501169
761	0.08311301033
762	0.08307675405
763	0.08301976198
764	0.08298395998
765	0.08296469172
766	0.08295677489
767	0.08291493708
768	0.0828943211
769	0.08284714907
770	0.08282842343
771	0.08278870797
772	0.08277048291
773	0.0827469066
774	0.08271728436
775	0.08270608371
776	0.08267956343
777	0.08265706104
778	0.08263989618
779	0.08261341433
780	0.08260245483
781	0.0825879248
782	0.08256995571
783	0.08252987301
784	0.08248388564
785	0.08244755244
786	0.08242087025
787	0.0824043874
788	0.08237835793
789	0.08236034001
790	0.08234208494
791	0.08229882856
792	0.08228428452
793	0.08227688928
794	0.08226556737
795	0.08222604828
796	0.08221165327
797	0.08218488539
798	0.08215764638
799	0.08213694866
800	0.08213013451
801	0.08209792396
802	0.08206936739
803	0.0820229503
804	0.08198436375
805	0.08197516623
806	0.08194530846
807	0.08192410705
808	0.08190277218
809	0.08186986345
810	0.08185132204
811	0.08182269596
812	0.08180096317
813	0.08177332868
814	0.08174948397
815	0.08172987235
816	0.08170515268
817	0.0816858555
818	0.08165549622
819	0.08162294046
820	0.0815988924
821	0.08157741234
822	0.08154514275
823	0.08152788639
824	0.0814987888
825	0.08146268912
826	0.08143147275
827	0.081418868
828	0.08138984965
829	0.08137346033
830	0.08135115857
831	0.08133636723
832	0.08132198162
833	0.08129687076
834	0.08127066057
835	0.0812516351
836	0.08122113635
837	0.08120306539
838	0.08117822561
839	0.08115777437
840	0.08112497594
841	0.08111567117
842	0.08110678067
843	0.081089295
844	0.08106988675
845	0.08104948124
846	0.08104528549
847	0.08102974537
848	0.08101640573
849	0.08099052879
850	0.08096221558
851	0.08092993828
852	0.0808941516
853	0.08086357959
854	0.08085056675
855	0.08082799034
856	0.0808061915
857	0.08077867574
858	0.08074902834
859	0.08072247085
860	0.08069389795
861	0.08068480207
862	0.08066749205
863	0.08063147676
864	0.08060810641
865	0.08059501947
866	0.08057297439
867	0.08055652675
868	0.08053498098
869	0.08050988156
870	0.08049556539
871	0.08047632153
872	0.08043992663
873	0.0804027754
874	0.08037722333
875	0.08036858185
876	0.08034223112
877	0.08033077218
878	0.08031583817
879	0.080285848
880	0.08025186924
881	0.08021967202
882	0.08019961271
883	0.08016698735
884	0.08015390186
885	0.08011839826
886	0.08009181854
887	0.08007434319
888	0.08006202862
889	0.08004490626
890	0.08001913705
891	0.07998658797
892	0.07997235722
893	0.07996614974
894	0.07994240341
895	0.07992336638
896	0.07990705175
897	0.07988593424
898	0.07987012062
899	0.0798516826
900	0.07984015363
901	0.07981561756
902	0.07980259018
903	0.07977599543
904	0.07977210432
905	0.07974316032
906	0.07972805019
907	0.07970623435
908	0.07969369844
909	0.07968394981
910	0.07965933099
911	0.07964306318
912	0.07961141232
913	0.07958988497
914	0.07958212135
915	0.07957094231
916	0.07955393804
917	0.07952076148
918	0.07950174284
919	0.07948227976
920	0.07944250203
921	0.0794258088
922	0.07941627495
923	0.07939962261
924	0.07939350985
925	0.07938431903
926	0.07937459694
927	0.07935983241
928	0.07932116499
929	0.07931117295
930	0.07928831884
931	0.07926907807
932	0.07926056839
933	0.07921904812
934	0.07920789884
935	0.07919512283
936	0.07918552921
937	0.07916979407
938	0.07916263951
939	0.07915046729
940	0.07913192446
941	0.07910609843
942	0.07908374368
943	0.07904906272
944	0.07903346674
945	0.07901041982
946	0.07899968642
947	0.07896728106
948	0.07894882353
949	0.07892564626
950	0.07889241548
951	0.07887668885
952	0.07885408414
953	0.078838595
954	0.0788266362
955	0.07879920259
956	0.07878811682
957	0.07876712649
958	0.07875356406
959	0.07870258439
960	0.07869469412
961	0.078677181
962	0.07865634232
963	0.07864437534
964	0.07862781743
965	0.07860808467
966	0.07857010038
967	0.07855125984
968	0.07853552241
969	0.07852651891
970	0.07850563553
971	0.07849851296
972	0.07848571308
973	0.07846426995
974	0.07844172634
975	0.07842944819
976	0.07841657057
977	0.07839114103
978	0.07836973856
979	0.07835739465
980	0.07834166821
981	0.0783249399
982	0.07830734417
983	0.07829026505
984	0.07827945534
985	0.07827251463
986	0.07826241099
987	0.07824892006
988	0.07823200483
989	0.07822417334
990	0.07821641213
991	0.07818393073
992	0.07816300202
993	0.07814467033
994	0.07813767214
995	0.07811763563
996	0.07810863104
997	0.07809446902
998	0.07807530678
999	0.07804983492
1000	0.0780364255
1001	0.07801510477
1002	0.078008951
1003	0.07799107901
1004	0.07797786973
1005	0.07796060639
1006	0.07794448816
1007	0.07793629445
1008	0.07792742765
1009	0.07790102705
1010	0.07788474218
1011	0.07787724086
1012	0.07785725789
1013	0.07784907169
1014	0.07783459511
1015	0.07782162283
1016	0.07780537739
1017	0.07779183372
1018	0.07777989051
1019	0.07776823793
1020	0.0777605239
1021	0.07774905232
1022	0.07772788982
1023	0.07770663752
1024	0.07769195689
1025	0.07768531924
1026	0.07767038766
1027	0.07765700769
1028	0.07763629657
1029	0.07762251868
1030	0.07760879766
1031	0.07759550381
1032	0.07758424944
1033	0.07756835792
1034	0.07755274499
1035	0.07753582594
1036	0.07752434789
1037	0.07749910469
1038	0.07748782612
1039	0.07746355448
1040	0.07744288452
1041	0.07743530618
1042	0.07742239828
1043	0.07741049038
1044	0.07739726268
1045	0.07738814842
1046	0.07738095257
1047	0.07736305412
1048	0.07734054834
1049	0.07732418737
1050	0.0773145743
1051	0.0772793993
1052	0.07726783626
1053	0.07725458541
1054	0.07723857083
1055	0.07721894259
1056	0.0772081598
1057	0.0771971248
1058	0.07718806606
1059	0.07718057771
1060	0.07717120697
1061	0.07715641023
1062	0.07714524322
1063	0.07712942334
1064	0.07711121532
1065	0.07708078614
1066	0.07706268442
1067	0.07704594266
1068	0.07702357009
1069	0.07700204702
1070	0.07699008446
1071	0.07697517153
1072	0.07696419893
1073	0.07695322632
1074	0.07693731061
1075	0.07692548926
1076	0.07689704462
1077	0.07688914174
1078	0.07686590656
1079	0.07684858099
1080	0.07683461852
1081	0.07681774871
1082	0.07680226531
1083	0.07679069089
1084	0.07678097873
1085	0.07675894581
1086	0.07674818114
1087	0.07672203641
1088	0.07671512288
1089	0.07670660082
1090	0.07669474006
1091	0.07668614719
1092	0.07666834215
1093	0.07665039683
1094	0.07664007784
1095	0.07662153826
1096	0.07658388464
1097	0.07656489463
1098	0.07655677766
1099	0.07654226507
1100	0.07653500389
1101	0.07652289593
1102	0.07650141192
1103	0.07648839404
1104	0.07647033763
1105	0.07646228078
1106	0.07643865473
1107	0.07641245692
1108	0.07640264008
1109	0.07638179695
1110	0.07635266859
1111	0.07632058792
1112	0.07631269924
1113	0.07630688038
1114	0.07629630102
1115	0.07626930662
1116	0.07625072635
1117	0.07624511618
1118	0.07624085203
1119	0.07622669161
1120	0.07621593733
1121	0.07620227931
1122	0.07619470975
1123	0.07618193872
1124	0.07616038096
1125	0.07614790536
1126	0.07612775553
1127	0.07612040709
1128	0.07610456142
1129	0.07609727547
1130	0.07609356545
1131	0.07608184011
1132	0.07606604325
1133	0.07606026829
1134	0.07605176651
1135	0.07603745671
1136	0.07600702471
1137	0.07598232709
1138	0.07596917601
1139	0.07596131438
1140	0.07594092061
1141	0.07592918482
1142	0.07591874665
1143	0.07590944237
1144	0.07590107144
1145	0.0758821645
1146	0.07587614815
1147	0.07585723053
1148	0.07583695983
1149	0.07582828851
1150	0.07581713228
1151	0.07580745964
1152	0.07578686057
1153	0.07577562601
1154	0.0757658612
1155	0.07574058335
1156	0.07573586773
1157	0.07572852282
1158	0.07570868246
1159	0.07569792512
1160	0.07567935173
1161	0.07566882583
1162	0.07564631779
1163	0.07562182645
1164	0.07560580117
1165	0.07559042222
1166	0.07558538297
1167	0.07557103262
1168	0.07554806978
1169	0.0755361819
1170	0.07552643173
1171	0.07550860533
1172	0.07549451263
1173	0.07548441581
1174	0.07547727119
1175	0.07547214294
1176	0.07546412472
1177	0.07545963096
1178	0.07543680082
1179	0.07541637695
1180	0.07539782344
1181	0.07537474895
1182	0.0753579378
1183	0.07534391022
1184	0.07533116521
1185	0.07532243148
1186	0.07530728717
1187	0.07529061656
1188	0.07528113515
1189	0.075274925
1190	0.07526906951
1191	0.07524487072
1192	0.07523997602
1193	0.07523442287
1194	0.07521193112
1195	0.07520516287
1196	0.07519947653
1197	0.07519355571
1198	0.07517769546
1199	0.07517201071
1200	0.07514991578
1201	0.07513741309
1202	0.07512207519
1203	0.07510490271
1204	0.07509419755
1205	0.07508393102
1206	0.075078773
1207	0.07506577156
1208	0.07505912499
1209	0.07503813324
1210	0.07502590423
1211	0.07498931508
1212	0.0749808589
1213	0.07496202181
1214	0.07495825958
1215	0.0749352205
1216	0.07492606876
1217	0.07490913016
1218	0.0748867464
1219	0.07488289904
1220	0.07487541084
1221	0.07486266015
1222	0.07485487483
1223	0.07483469978
1224	0.07482843764
1225	0.07482005517
1226	0.0748076581
1227	0.07479936756
1228	0.0747795733
1229	0.07476188381
1230	0.074757965
1231	0.07474892361
1232	0.0747416717
1233	0.07473254322
1234	0.07470928951
1235	0.07468392627
1236	0.07467485963
1237	0.0746622255
1238	0.07464988952
1239	0.07464114567
1240	0.07463009691
1241	0.07462167623
1242	0.07459751561
1243	0.07457629653
1244	0.07455271807
1245	0.07453875532
1246	0.07453211317
1247	0.07451822935
1248	0.07450052671
1249	0.0744836374
1250	0.07446632115
1251	0.07445591182
1252	0.07443943992
1253	0.07440673195
1254	0.07440202098
1255	0.07437319077
1256	0.07434711565
1257	0.07431583094
1258	0.07430252924
1259	0.074298578
1260	0.07429135702
1261	0.07427847853
1262	0.07427507498
1263	0.07425419031
1264	0.0742471276
1265	0.07424265826
1266	0.07422586954
1267	0.07421514515
1268	0.07421110524
1269	0.07419713279
1270	0.07418067539
1271	0.07416199296
1272	0.07415375746
1273	0.07414533321
1274	0.07413193527
1275	0.07412650481
1276	0.07411315765
1277	0.07410906288
1278	0.07408903034
1279	0.07407387056
1280	0.0740470578
1281	0.07404083519
1282	0.07402062073
1283	0.07401247991
1284	0.07398760597
1285	0.07395239016
1286	0.07393220648
1287	0.07392254984
1288	0.07390967047
1289	0.07389658944
1290	0.07388893078
1291	0.07388469691
1292	0.0738763588
1293	0.07386297831
1294	0.07384479072
1295	0.07382970824
1296	0.07381345294
1297	0.07379640654
1298	0.07379079956
1299	0.07377981521
1300	0.07376300422
1301	0.07372960295
1302	0.07370652456
1303	0.07369459793
1304	0.07368036778
1305	0.07366798851
1306	0.07365604052
1307	0.07364795592
1308	0.07363608174
1309	0.07360347458
1310	0.07358395071
1311	0.07356116349
1312	0.07354844726
1313	0.07353668101
1314	0.07353174323
1315	0.07352434561
1316	0.07350860859
1317	0.07350068628
1318	0.07347955759
1319	0.07347586911
1320	0.07347028524
1321	0.07345463597
1322	0.07344481724
1323	0.07342563097
1324	0.07342105224
1325	0.07338579417
1326	0.07335440763
1327	0.07333035227
1328	0.07332025011
1329	0.07331205083
1330	0.07330379891
1331	0.07329756727
1332	0.07329385655
1333	0.0732896421
1334	0.07328473016
1335	0.07327450492
1336	0.07325108263
1337	0.07322907029
1338	0.07322520556
1339	0.07321994488
1340	0.07320690448
1341	0.07318935292
1342	0.07318570277
1343	0.07317180577
1344	0.07314876965
1345	0.07314267404
1346	0.07313346138
1347	0.07313010088
1348	0.07311610367
1349	0.07311177325
1350	0.07310823388
1351	0.07308847397
1352	0.07307343839
1353	0.07306970591
1354	0.07306127871
1355	0.07305655783
1356	0.07305310572
1357	0.07303127905
1358	0.07300435898
1359	0.0730004286
1360	0.07299036768
1361	0.07297083638
1362	0.07294649213
1363	0.07293543835
1364	0.07291839244
1365	0.07290743467
1366	0.07289849181
1367	0.07287795848
1368	0.07287174913
1369	0.07286601689
1370	0.07284868667
1371	0.0728367812
1372	0.07281596367
1373	0.07280968447
1374	0.07279043309
1375	0.07276240196
1376	0.07275656498
1377	0.07273865569
1378	0.07270702097
1379	0.07268321393
1380	0.07265795138
1381	0.07265448178
1382	0.07263902399
1383	0.07263336554
1384	0.0726259455
1385	0.07262236509
1386	0.07261306304
1387	0.07260478919
1388	0.07257114094
1389	0.07256368992
1390	0.07255715397
1391	0.07254838063
1392	0.07253076442
1393	0.07251335592
1394	0.07248881639
1395	0.07248525757
1396	0.0724809198
1397	0.07247051014
1398	0.07246044864
1399	0.07243734973
1400	0.0724340702
1401	0.07240396134
1402	0.07239303747
1403	0.07238913657
1404	0.07237087465
1405	0.07235472772
1406	0.07233073554
1407	0.07232709013
1408	0.07232329105
1409	0.07230595125
1410	0.07228359994
1411	0.07227384958
1412	0.07227027447
1413	0.07226694207
1414	0.07226370274
1415	0.07224686405
1416	0.07222114608
1417	0.07220501178
1418	0.07219142353
1419	0.07217206396
1420	0.07215315242
1421	0.07214377632
1422	0.07212036089
1423	0.07210751067
1424	0.07210425187
1425	0.07208765581
1426	0.07207148245
1427	0.07205913499
1428	0.07205563271
1429	0.07204688158
1430	0.07203766206
1431	0.07202943444
1432	0.07200467242
1433	0.07199292918
1434	0.07198553379
1435	0.07197277615
1436	0.07196222368
1437	0.07195920793
1438	0.07195457865
1439	0.07191928418
1440	0.0718926765
1441	0.07188889001
1442	0.07187941396
1443	0.07187603967
1444	0.07186456963
1445	0.07184539203
1446	0.07181869838
1447	0.07179929081
1448	0.07177308013
1449	0.07176816868
1450	0.07174673174
1451	0.07172169196
1452	0.07169350698
1453	0.07168820583
1454	0.0716651017
1455	0.07165959846
1456	0.07165672157
1457	0.07164848114
1458	0.07164116477
1459	0.07163291146
1460	0.07162722767
1461	0.07162120244
1462	0.07161806731
1463	0.0716149337
1464	0.07159134083
1465	0.07157698198
1466	0.07157059079
1467	0.07156375513
1468	0.07154130685
1469	0.07153331227
1470	0.07150704058
1471	0.07149740836
1472	0.071474947
1473	0.07144158449
1474	0.07141231998
1475	0.07140476096
1476	0.07139053705
1477	0.07138763816
1478	0.0713725437
1479	0.07136011985
1480	0.07133723676
1481	0.07131969824
1482	0.07127974975
1483	0.07126024713
1484	0.07122318857
1485	0.07121990472
1486	0.07120201163
1487	0.07118021589
1488	0.07116283232
1489	0.07113904066
1490	0.07113589887
1491	0.07112726914
1492	0.07111540738
1493	0.07111205179
1494	0.07110917177
1495	0.07109478399
1496	0.07108203149
1497	0.07107470178
1498	0.07106756558
1499	0.07103732623
1500	0.0710341198
1501	0.07101891097
